text,old_EV,new_EV,EV_reason,old_AS,new_AS,AS_reason,changed
Senior citizens in Chennai will have family members available for initial smartphone setup and account creation assistance. Elderly users will have glasses or s,0,0,"No research, data, or observations cited; claims presented without support.",1,1,Explicitly names two dependencies: family availability and vision sufficiency for reading.,
We suspect our waste management intervention might have some environmental benefits. The approach could potentially reduce pollution if adopted widely enough.,0,0,"Claims are speculative ('suspect', 'might', 'could') with no supporting data or research.",1,0,No explicit assumptions named; dependencies remain unstated and unacknowledged.,YES
The nutrition supplementation programme should reduce childhood malnutrition. Children receive fortified meals at anganwadis. We haven't explored effects on hom,0,0,"Claims stated without data, research, or findings cited.",1,1,Explicitly names assumption: families assume programme covers all nutritional needs.,
This mentorship platform seeks to provide career guidance to students. It matches mentees with professionals based on field of interest.,0,0,"No research, data, or prior work cited to support the matching approach.",0,0,"No explicit assumptions, dependencies, or constraints named.",
Antibiotic resistance is emerging as a major health threat in India with global implications. Inappropriate prescribing practices are widespread across healthca,0,0,"Claims stated without citations, data, research references, or specific findings.",0,0,No explicit assumptions named; prerequisites and dependencies remain unstated.,
Persons with intellectual disabilities need structured activities. Our day care programme provides vocational training for 100 adults in Ahmedabad. Meaningful e,0,0,Programme scale (100 adults) stated without outcome data or findings.,1,0,"No explicit conditions, dependencies, or limitations named.",YES
Small retailers in Jamnagar face challenges with GST compliance paperwork taking time away from serving customers daily. Time-motion study with seventy-two shop,1,1,Time-motion study with 72 shop owners; 61% reduction finding cited.,1,1,"Explicitly states assumptions: stable electricity, bank accounts, digital payment systems.",
Water table monitoring documented 3.2 metre depth in June 2022 before watershed intervention. Post-treatment monitoring in June 2024 recorded 1.8 metre depth at,1,1,Specific measurements and data from monitoring wells before/after intervention.,0,0,No explicit conditions or dependencies named for design success.,
Large numbers have been reached. Multiple areas are covered. Various components are implemented. Comprehensive outreach exists.,0,0,"Claims scale without outcomes, findings, or supporting data.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",
Chronic disease patients default on medication due to cost. Our generic medicine subscription delivers monthly supplies at 70% lower cost. Doorstep delivery ens,0,0,"Claims about defaults, cost savings, and outcomes stated without data, research, or citations.",1,0,"No explicit statement of dependencies, conditions, or acknowledged uncertainties.",YES
Domestic violence cases have decreased in intervention areas according to field staff. Women report feeling safer and more empowered. Community leaders observe ,0,1,"Field staff reports, women's reports, community leader observations cited as support.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",YES
Domestic workers in Mumbai need formal contracts but employer willingness to document arrangements varies significantly. A household helper mentioned having no ,0,1,Cites specific observation: household helper's account of lack of clarity.,1,0,"No explicit statement of conditions, dependencies, or what must be true.",YES
Ration card holders in Gujarat might need status tracking systems for applications submitted to government offices. Citizens applying for essential benefits app,0,0,"Claims about citizen needs and uncertainty lack supporting research, data, or observations.",0,1,Explicitly acknowledges assumption: 'pathway from status visibility to reduced anxiety requires stronger logical foundat,YES
Pregnant women need skilled birth attendance to prevent maternal mortality. Training traditional birth attendants improves safe delivery practices. The programm,0,0,"Claims stated without supporting data, research, or findings cited.",1,1,Explicitly names two assumptions: TBA referral behavior and referral transport availability.,
Users will switch to our app because it offers a simpler UPI experience,0,0,"Claim asserted without research, data, or user observation.",1,0,No explicit statement of conditions or dependencies for success.,YES
Chai shop owners will switch to our QR-based credit system for simplicity,0,0,"Claim asserted without research, data, or user observation.",1,0,"No explicit statement of conditions, dependencies, or prerequisites for adoption.",YES
Hypoxanthine-guanine phosphoribosyltransferase deficiency patients face gout and neurological symptoms. Our genetics programme serves 15 patients across Tamil N,0,0,Programme scale (15 patients) stated without outcome or finding.,0,0,"No explicit conditions, dependencies, or limitations named.",
Students struggle with finding relevant internship opportunities,0,0,"Assertion without support; no research, data, or observation cited.",0,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",
Society as a whole benefits when healthcare becomes more accessible,0,0,"Assertion without support, data, research, or observation cited.",0,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",
The programme will transform agricultural productivity across 50 million farming households. Every farmer will achieve food security and prosperity. India's agr,0,0,"Claims stated without supporting data, research, or prior outcomes.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties named.",
"Our sanitation programme will achieve open defecation free status for 500,000 households. Community mobilisation triggers collective behaviour change. Toilet co",0,0,"Claims stated without research, data, or prior findings cited.",1,0,No explicit assumptions named; dependencies and conditions unstated.,YES
We will conduct interviews with 50 street vendors to understand their challenges.,1,0,Prospective research plan stated; no findings or data yet exist.,0,0,No explicit assumptions or dependencies named in the text.,YES
Informal conversations suggest school attendance may have risen. Teachers mentioned noticing more students in class. Parents appear satisfied based on casual in,0,0,"Informal conversations and casual mentions are not research, data, or systematic observation.",0,0,"No explicit assumptions, dependencies, or conditions for success are named.",
TB patients discontinue treatment due to side effects and long duration. Our treatment adherence support system provides daily video-observed therapy with couns,1,1,Cites treatment completion rate improvement (62% to 91%) from deployment across 20 districts.,1,1,Explicitly states assumption: 'Patients have smartphones and internet connectivity.',
Our legal aid programme increases conviction rates in gender-based violence cases. Court data from 250 supported cases showed 58% conviction rate compared to 22,1,1,Court data from 250 cases with specific conviction rates cited.,0,0,No explicit assumptions or dependencies named.,
The counselling service appears to reduce stress among college students. Some students who attended sessions reported feeling better. We believe the programme i,0,0,"No data, research, or specific findings cited. Claims lack support.",0,0,No explicit assumptions named. Prerequisites and conditions unstated.,
Studies confirm that manual reporting systems are error-prone and time-consuming,0,1,Text cites studies as support for the claim about manual systems.,0,0,No explicit assumptions or dependencies named.,YES
Ration card applicants face uncertainty but how status tracking reduces anxiety and office visits needs examination. We assume progress visibility will naturall,0,0,"No research, data, or findings cited; claims lack support.",1,1,Explicitly states two assumptions: progress visibility builds trust; citizens have registered mobile numbers.,
Traditional potters in Khurja need market access platforms connecting them directly with urban buyers who value handmade ceramics when local wholesale markets c,1,1,Pilot with 63 potter households; 43% price improvement; 90% wholesale dependency data.,1,1,"Explicitly states potters must accept advance orders, maintain quality standards; acknowledges mechanism uncertainty.",
Sanitation behaviour may be changing in target villages. People seem to be using toilets more often. There appear to be fewer instances of open defecation. We t,0,0,"Claims use hedging language ('may', 'seem', 'appear', 'think') without data, observations, or findings.",0,0,"No explicit statement of required conditions, dependencies, or acknowledged uncertainties.",
Hearing impairment detection in Indian children happens far too late. Newborn screening programmes have limited reach. Early intervention services are scarce ou,0,0,"Claims about screening gaps and service scarcity lack data, citations, or research support.",0,0,No explicit assumptions named. Problems stated as facts without acknowledged dependencies.,
People in rural areas need better access to healthcare information,0,0,"Assertion without supporting data, research, or observation.",0,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",
Video tutorials will help elderly users overcome fear of digital transactions,0,0,"Claim asserted without research, data, or prior work cited.",1,0,No explicit statement of required conditions or dependencies named.,YES
The teacher training intervention possibly improves instruction. Classrooms appear more engaging. Teachers seem to appreciate the support provided.,0,0,"Claims use hedging language ('possibly', 'appear', 'seem') without supporting data or observations.",0,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",
Real-time feedback will help users correct mistakes immediately and accelerate their learning curve,0,0,"Claim asserted without research, data, or prior work cited.",1,0,No explicit statement of dependencies or conditions for success.,YES
Mussel farmers face mortality from water temperature fluctuations. Our depth management programme covers 100 growers in Kerala's Kasaragod district. Adjustable ,0,0,Scale described (100 growers) without reported outcome or finding.,0,0,"No explicit conditions, dependencies, or limitations named.",
Night shift hospital staff struggle with fatigue and alertness. Our break optimisation algorithm will improve patient safety outcomes by scheduling rest periods,0,0,"Claims fatigue problem and safety benefit without citing research, data, or observations.",1,0,"No explicit statement of dependencies, conditions, or acknowledged uncertainties.",YES
Peer education will change adolescent sexual behaviour and reduce HIV risk. Trusted messengers effectively communicate prevention information. Our programme tra,0,0,"Claims lack support; no research, data, or findings cited.",1,0,No explicit assumptions named; prerequisites unstated and treated as facts.,YES
This solution specifically addresses documentation challenges faced by ASHA workers in tribal Gujarat villages with population under two thousand. Our design fo,0,0,Describes deployment scope; no research findings or data supporting claims.,1,1,Explicitly states assumption: communities value documentation and will support adoption.,
Textile factory workers face unsafe conditions. Industry reports document poor ventilation in many units. Our air quality monitoring dashboard alerts supervisor,0,1,Industry reports cited as support for unsafe conditions claim.,1,1,Assumes factory management will respond promptly to alerts; stated as dependency.,YES
The teacher training programme improved student learning by 0.5 standard deviations. ASER assessment methodology applied by external evaluators verified gains. ,1,1,"Cites specific outcome (0.5 SD gain), external evaluation method, control comparison.",0,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",
Parents everywhere want the best education for their children,0,0,"Assertion without support; no research, data, or observation cited.",0,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",
Our microfinance programme may be empowering women. Borrowers report feeling more confident. We think the intervention is generally positive.,0,0,"Anecdotal reports without data, research, or systematic findings.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties named.",
ILO reports 93% of Indian workers are in the informal sector,1,1,Cites ILO report with specific statistic (93%) supporting claim.,0,0,No explicit assumptions or dependencies named.,
Our ethnographic research at anganwadi centres will reveal hidden challenges,1,0,Prospective research plan stated; no findings or data presented yet.,0,0,No explicit assumptions named; only a planned research activity described.,YES
Hostel wardens will support our meal timing research among students,0,0,"No research data, findings, or observations cited. Only assertion of future support.",1,0,No explicit assumptions named. Dependencies unstated; wardens' willingness and capability not acknowledged.,YES
The agricultural advisory service provides personalised crop recommendations. AI-powered analysis of soil and weather data informs guidance. Field validation of,0,0,"Field validation is planned, not completed. No actual findings or data presented.",0,0,No explicit assumptions named. Dependencies and conditions remain unstated.,
Community health workers in Bihar need patient referral tracking to follow up on cases sent to district hospitals when paper slips provide no confirmation wheth,1,1,Cites implementation across 147 sub-centres with 52% follow-through increase.,1,1,"Explicitly names dependencies: smartphones, mobile data, capacity constraints.",
Propionic acidemia patients require protein restriction and carnitine supplementation. Our metabolic disorder programme serves 30 patients across Karnataka. The,1,1,Acylcarnitine monitoring outcome (65% controlled levels) supports intervention effectiveness.,1,1,"Explicitly states assumptions: dietary compliance, specialty care accessibility.",
Market linkages will automatically increase artisan incomes.,0,0,"Claim asserted without supporting data, research, or prior work cited.",1,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",YES
Our adolescent empowerment programme builds life skills and awareness to prevent early marriage and school dropout. Peer education and mentoring support girls t,0,0,"Claims programme outcomes without citing research, data, or findings.",0,0,"No explicit statement of dependencies, conditions, or acknowledged uncertainties.",
Community features reduce isolation,0,0,"Claim asserted without research, data, or prior work cited.",1,0,"No explicit conditions, dependencies, or uncertainties named.",YES
School PTAs will help us reach parents for our education app research,0,0,Claims PTA partnership as reach strategy; no data or prior research cited.,1,1,Implicitly depends on PTA willingness/access; states a condition for success.,
Young professionals in Bangalore's IT sector report high levels of burnout and work-life imbalance. They're expected to be always available on Slack and email. ,1,1,Cites studies on connectivity/stress link; mentions planned diary studies with 20 employees.,1,1,Assumes users can disconnect without career anxiety; depends on social acceptance of boundaries.,
Dairy farmers in cooperative societies across Gujarat need milk quality testing transparency to understand price deductions that currently appear arbitrary when,1,1,"Cites implementation across 14 centres, 1,300 farmers, 54% trust increase, 68% dispute reduction.",1,1,"Explicitly names farmer requirements: digital receipts, willingness to wait; acknowledges unexamined pathway dependency.",
Buffalo farmers lack access to artificial insemination services. Our mobile AI programme serves 500 households in Haryana. Improved genetics increases milk yiel,0,0,Scale described (500 households) without outcome data. No findings reported.,1,0,No explicit conditions or dependencies named for design success.,YES
"In Muslim-majority areas, women's mobility may be restricted without male accompaniment. Our women's health programme trains female health workers to conduct ho",0,0,"Claims about mobility restrictions and cultural norms stated as fact, not demonstrated.",1,1,Explicitly names dependency: women's mobility restricted without male accompaniment; requires female health workers.,
"Elderly citizens in Vadodara find government e-seva portals overwhelming. The small fonts, complex navigation, and technical jargon create barriers. We are desi",0,1,"Text references observations of elderly citizens finding portals overwhelming; names specific barriers (fonts, navigatio",1,0,"No explicit statement of dependencies, conditions for success, or acknowledged uncertainties named.",YES
Our programme will permanently solve all housing shortage in India. Every homeless person will be housed. Universal shelter transformation will be instant and c,0,0,"Claims made without any supporting data, research, or prior work cited.",0,0,"No explicit acknowledgment of dependencies, conditions, or uncertainties stated.",
Hostel students need mental health support that respects their privacy,0,0,"Assertion without research, data, or observation cited.",1,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",YES
We hope our approach will encourage more young people to pursue careers in traditional crafts by making these professions seem more viable and appealing. Our pl,0,0,"Claims about encouraging careers and viability stated without research, data, or user evidence.",1,0,"No explicit statement of required conditions, dependencies, or acknowledged uncertainties.",YES
Artisans cannot reach markets. Our e-commerce platform lists products. This will double artisan incomes universally.,0,0,"Claims lack support; no research, data, or prior work cited.",0,0,"No explicit conditions, dependencies, or uncertainties acknowledged.",
Sabarkantha ICDS will permit anganwadi research activities,0,0,"No research, data, or prior work cited to support the claim.",1,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",YES
Our livelihood programme might contribute to income improvements. We operate across rural Karnataka. Field workers believe the intervention is useful.,0,0,"No data, research, or findings cited. Scale alone is not evidence.",0,0,"No explicit assumptions, dependencies, or conditions for success named.",
ASHA workers in Gujarat face connectivity issues when updating health records,0,0,"States a problem without citing research, data, or observations.",0,0,Names a problem; does not explicitly state design assumptions or dependencies.,
Our solar lighting installation appears to benefit study habits. A village elder mentioned children studying longer. We plan to collect more feedback in coming ,0,0,Anecdotal mention without data. Planned evidence is not evidence.,0,0,No explicit assumptions or dependencies named.,
Rising women workforce participation creates need for childcare solutions,0,0,"Claims trend without citing data, research, or observations.",1,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",YES
Apprentice welders in Faridabad industrial clusters need skill verification to demonstrate competencies when informal training produces capable workers without ,1,1,Tracking of 233 certified workers with 48% job placement improvement reported.,1,1,Explicitly states workers must complete assessment during non-working hours; design limitation acknowledged.,
Argininemia patients need arginine restriction and nitrogen scavenger therapy. Our metabolic disorder programme serves 10 patients across Maharashtra. The progr,1,1,Arginine monitoring data: 70% of compliant patients achieved controlled levels.,1,1,Explicitly states two assumptions: dietary compliance and specialty care accessibility.,
Vegetable vendors face storage challenges overnight. Our community cold room provides affordable refrigerated storage spaces.,0,0,"Claims vendor storage challenges without citing research, data, or observations.",0,0,"No explicit statement of dependencies, conditions, or acknowledged uncertainties.",
Ration card applicants will track status through our app instead of visiting offices,0,0,"No research, data, or prior work cited to support the claim.",1,0,"No explicit assumptions, dependencies, or limitations named.",YES
Youth will engage with mentors in scheduled weekly sessions.,0,0,"No research, data, or prior work cited to support engagement claim.",1,0,No explicit statement of what must be true for design to work.,YES
Our renewable energy programme will solve India's power crisis permanently. Energy poverty will be completely eliminated. Every household will have reliable 24-,0,0,"Claims made without any supporting data, research, or prior work cited.",0,0,"No explicit acknowledgment of dependencies, conditions, or uncertainties stated.",
Communities will maintain water infrastructure if trained in repair techniques. Our programme builds capacity of 100 village water committees in Odisha. Spare p,0,0,Claims about maintenance behaviour and supply chain feasibility lack supporting data or research.,1,0,No explicit acknowledgment of dependencies or conditions required for success.,YES
Results could be emerging. Staff observe possible changes. There might be progress. Beneficiaries appear content.,0,0,"Vague observations without data, research, or specific findings cited.",0,0,"No explicit assumptions, dependencies, or conditions for success named.",
Our focus groups with 60 students identified 5 key barriers to scholarship access,1,1,Focus groups with 60 students and identified barriers are reported findings.,0,0,No explicit assumptions or dependencies named.,
The reading app improves literacy among first-generation learners. Our internal team observed children spending more time on the app than expected.,0,1,Internal observation of user behavior (time spent) supports the claim.,0,0,No explicit assumptions or dependencies named.,YES
"The women's empowerment programme seeks to increase female participation in local governance by 50%, transforming gender dynamics across 200 gram panchayats.",0,0,"Claims outcome target without citing research, data, or prior findings supporting feasibility.",0,0,"No explicit statement of required conditions, dependencies, or acknowledged uncertainties.",
Tracking 412 parent accounts over 8 weeks showed 73% daily active usage when teachers posted updates versus 12% with weekly posts only,1,1,"Cites specific data: 412 accounts tracked, 73% vs 12% usage rates.",0,0,No explicit assumptions or dependencies named.,
"Domestic violence survivors need legal support but cannot afford lawyers. Our pro-bono legal matching platform connects them with volunteer advocates, solving a",0,0,"Claims need without supporting data, research, or observations.",1,0,No explicit statement of dependencies or conditions for success.,YES
The solar lantern distribution might reduce kerosene use in off-grid households. Families receive lanterns at subsidised prices. The reasoning connecting produc,0,0,Claims about kerosene reduction and subsidised distribution stated without supporting data or research.,1,1,Explicitly acknowledges unestablished reasoning: maintenance and replacement costs recur—a named dependency.,
Mental health outcomes have improved for programme participants. Counsellors report clients showing better coping abilities. Family members say patients are fun,0,0,"Claims lack specifics: no data, metrics, sample size, or research methodology cited.",0,0,No explicit assumptions named. Prerequisites and dependencies remain unstated.,
Our vocational training programme increases employment among rural youth. Longitudinal tracking of 800 graduates showed 67% secured formal employment within 6 m,1,1,Longitudinal tracking data with specific employment outcomes (67% vs 23%) supports the claim.,0,0,"No explicit conditions, dependencies, or limitations named for the design.",
Propionic acidemia patients need strict protein restriction and carnitine supplementation. Our metabolic disorder programme serves 30 patients across Maharashtr,1,1,Cites monitoring outcome: 65% stable parameters. Programme serves 30 patients.,1,1,"Explicitly states two assumptions: dietary compliance, formula accessibility.",
Elderly persons lack companionship leading to depression. Our intergenerational programme pairs seniors with college student volunteers. Weekly visits include a,0,0,"Claims lack support; no research, data, or prior work cited.",1,0,"No explicit conditions, dependencies, or uncertainties named.",YES
Telecom Ministry reports 1.2 billion mobile connections in India,1,1,Cites official Telecom Ministry report with specific statistic: 1.2 billion mobile connections.,0,0,No explicit assumptions or dependencies named; only factual claim stated.,
Our solution hopes to bridge the gap between traditional craft knowledge and contemporary design practice,0,0,"No research, data, observations, or prior work cited.",1,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",YES
Tribal communities in Jharkhand need mobile banking but USSD adoption depends on feature phone capability. Community members mentioned that smartphones are too ,0,1,Community members mentioned smartphone expense barrier; direct observation cited.,1,1,Explicitly states USSD adoption depends on feature phone capability.,YES
"First-generation women entrepreneurs in Gujarat producing embroidered textiles meeting quality standards, with consistent production capacity",0,0,"Assertion of capability without supporting data, research, or findings.",0,0,"No explicit statement of dependencies, conditions, or acknowledged uncertainties.",
Traffic congestion costs hours. Our carpooling platform matches riders. This will eliminate urban traffic problems.,0,0,Claims about congestion costs and platform efficacy lack supporting data or research.,0,0,"No explicit conditions, dependencies, or uncertainties acknowledged.",
Glutaric aciduria type 1 patients need lysine restriction and carnitine supplementation from diagnosis. Our metabolic disorder programme serves 28 patients acro,1,1,Cites monitoring outcome: 70% of early-treated patients showed controlled parameters.,1,1,Explicitly states two assumptions: dietary protocol adherence and emergency protocol accessibility.,
The programme will eradicate child malnutrition across the country. Every child will achieve optimal growth and development. Comprehensive interventions will tr,0,0,"Claims stated without supporting data, research, or findings.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties named.",
This intervention will completely eliminate all traffic accidents in India forever. Every road will become perfectly safe instantly. Universal road safety will ,0,0,"No research, data, observations, or prior work cited.",0,0,"No explicit assumptions, dependencies, or limitations acknowledged.",
"Crop insurance adoption reduces farmer distress during weather-related crop failures. Our programme has enrolled 20,000 farmers in Rajasthan. Financial protecti",0,0,"Programme scale (20,000 farmers) stated without outcome data or findings.",1,0,"No explicit conditions, dependencies, or uncertainties named.",YES
Twelve-month comparative study across forty-eight kirana shops showed eighteen percent profitability improvement through digital inventory tracking. Shops using,1,1,"Cites comparative study with specific metrics: 18% profitability improvement, 32% lower dead stock.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",
New mothers struggle with breastfeeding. Our support will improve initiation rates.,0,0,"Claims struggle and outcome without citing research, data, or observations.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",
Peer mentoring by recovered addicts increases rehabilitation success rates. Our programme pairs 100 current patients with mentors in Punjab. Shared experience b,0,0,Programme scale (100 patients) stated; no outcome data or findings reported.,1,0,"No explicit conditions, dependencies, or uncertainties named.",YES
Our waste-to-compost initiative diverts 500kg daily from Pune landfills. Community participation has grown steadily over six months. The long-term environmental,1,1,Cites observed scale (500kg daily) and deployment outcome (six-month growth).,0,1,Explicitly acknowledges unevaluated assumption: soil health impact not yet measured.,YES
Exercise programmes will improve mental health outcomes for participants.,0,0,"Claim asserted without research, data, or prior work cited.",1,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",YES
Night shift security guards in Hyderabad IT parks miss banking hours,0,0,"Observation stated as fact; no research, data, or prior work cited.",0,0,No explicit assumptions named; only a problem statement presented.,
Rural patients need telemedicine options to avoid long travel for consultations,0,0,"Assertion without supporting data, research, or observation.",1,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",YES
Vegetable vendors at Jamalpur market lose produce to daily spoilage,0,0,"States a problem; no data, research, or observations cited.",0,0,"Names a problem, not an acknowledged assumption or dependency.",
Transparent pricing will build trust between auto drivers and passengers,0,0,"Claims trust outcome without citing research, data, or user observations.",1,0,"No explicit statement of conditions, dependencies, or what must be true.",YES
"Rajasthan micro-enterprises seeking working capital loans under Rs 5 lakh from district cooperative banks, with basic record-keeping practices",0,0,"Describes target population and loan threshold; no research, data, or findings cited.",0,0,"Names constraints (loan amount, bank type) but does not explicitly state what must be true for success.",
Banarasi brocade weavers face declining zari quality. Our raw material programme supports 150 artisans in Uttar Pradesh's Varanasi district. Authentic zari sour,0,0,Scale (150 artisans) stated without outcome or finding reported.,0,0,"No explicit conditions, dependencies, or acknowledged uncertainties named.",
Online tutors serving Tier 2 cities struggle with maintaining assessment continuity when they cannot meet students in person. Comparative study with sixty-three,1,1,Comparative study with 63 tutors; 42% improvement in intervention accuracy cited.,1,1,Explicitly states assumptions: reliable broadband and consistent system updates required.,
Students at NID will prefer our collaboration tool over WhatsApp groups,0,0,"Claim asserted without user research, data, or prior findings.",1,0,No explicit statement of conditions or dependencies for success.,YES
Migrant families will prioritise video calling and maintain regular communication schedules with home village relatives. Workers will pay for data or WiFi acces,0,0,"Claims about migrant priorities and payment behaviour stated without research, data, or observation.",1,0,Prerequisites unstated: no explicit naming of required conditions or acknowledged dependencies.,YES
Urban slum residents face eviction without legal recourse. Our legal clinic provides free consultation and representation for housing rights cases in Mumbai. Pa,0,0,Claims about eviction and tenure benefits stated without supporting data or research.,1,0,"No explicit acknowledgment of dependencies, conditions, or uncertainties for success.",YES
"I noticed that my classmates at NID often skip meals because the canteen queue takes too long during lunch hour. Some bring food from outside, but options near ",0,1,Direct observation of classmates skipping meals and limited food options.,1,0,No explicit conditions or dependencies named for the pre-ordering system.,YES
The job portal for persons with disabilities could increase employment rates. Employers post accessible job listings and candidates filter by accommodation type,0,0,"Claims employment rate increase without data, research, or prior work cited.",1,1,Explicitly acknowledges unexamined risk: unsuccessful applications' psychological impact on candidates.,
The livelihood programme creates income opportunities for women in rural areas. Handicraft production training provided at village centres. Market linkages bein,0,0,"Claims stated without supporting data, research, or outcomes.",0,0,"No explicit conditions, dependencies, or uncertainties named.",
Our dairy development programme serves 500 farmers in Gujarat. We assume producers need reliable milk collection infrastructure. Village-level chilling centres ,0,0,Scale (500 farmers) stated without outcome or finding.,1,1,Explicitly states assumption: producers need reliable milk collection infrastructure.,
Child sexual abuse survivors lack safe disclosure mechanisms. Our helpline provides confidential reporting for children across Maharashtra. Trained counsellors ,0,0,"Claims lack of safe mechanisms and describes service; no research, data, or observations cited.",0,0,"No explicit conditions, dependencies, or limitations named. Prerequisites unstated.",
Our credit scoring algorithm could expand financial access for informal workers. Alternative data points assess creditworthiness. What happens when false positi,0,0,"Claims about algorithm and alternative data lack supporting research, data, or findings.",1,1,Explicitly acknowledges unexplored risk: false positives causing debt traps is unstated dependency.,
Ginger farmers face rhizome rot from fungal pathogens during monsoon. Raised bed cultivation with improved drainage controls disease spread. Our programme cover,0,0,Scale (350 farmers) alone; no outcome data or findings reported.,1,0,"No explicit conditions, dependencies, or limitations named.",YES
Children from low-income families lack educational toys. We designed a toy library to address this.,0,0,"Claims lack without support; no research, data, or observations cited.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",
"Based on stories shared at a recent gathering, livelihoods appear to be improving. One successful case study suggests the model works. Community champions repor",0,0,"Stories and reports lack specificity; no data, metrics, or documented findings provided.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",
Users expect applications to work seamlessly offline and online,0,0,"Assertion without support; no research, data, or observation cited.",0,0,No explicit statement of what must be true for design to work.,
Pilot with 89 kirana stores in Delhi showed inventory management system reduced stockouts by 31%. The solution serves neighbourhood grocery stores with annual t,1,1,"Pilot data reported: 89 stores, 31% stockout reduction outcome.",0,0,No explicit conditions or dependencies named for success.,
This platform will help scholarship students navigate complex application processes,0,0,"No research, data, or prior work cited to support the claim.",0,0,"No explicit conditions, dependencies, or uncertainties named.",
One delivery worker in Pune complained that platform earnings breakdowns are unclear and seem incorrect sometimes. Transparent payment displays will consequentl,0,1,One worker complaint cited; observation supports claim.,1,0,No explicit conditions or dependencies named for success.,YES
Studies indicate that gamification increases student engagement with learning platforms,0,1,Text cites studies as support for the engagement claim.,0,0,No explicit assumptions or dependencies named.,YES
Young mothers in Mumbai slums need postnatal depression screening to identify mental health needs when cultural silence around maternal emotional struggles prev,1,1,"Cites screening data: 263 postnatal visits, 19% depression identification, 67% intervention uptake.",1,1,"Explicitly states three assumptions: honest disclosure despite stigma, access to interventions, screening doesn't increa",
Agricultural labourers in Punjab during harvest season need wage payment tracking systems to verify compensation accuracy when piece-rate calculations by farm o,1,1,"Pilot study with 178 workers across three seasons; reported outcomes: 54% dispute reduction, 47% confidence improvement.",1,1,"Explicitly names constraints: basic mobile phones required, literacy needed, excludes mechanised operations and long-ter",
Maternal mortality remains high in remote tribal areas due to delayed emergency transport. Our network of trained birth attendants with emergency communication ,0,0,Scale (150 villages) stated without outcome data. No findings reported.,1,0,"No explicit conditions, dependencies, or acknowledged uncertainties named.",YES
Tribal communities face food insecurity during lean seasons. Our community grain bank might buffer against hunger.,0,0,"Claims food insecurity and grain bank benefit without data, research, or observations.",1,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",YES
Our research methodology will reveal insights about farmer-mandi interactions,1,0,Prospective research plan stated; no findings or data presented yet.,0,0,No explicit assumptions named; only a planned research activity described.,YES
Hostel students in their second year at Srishti Institute in Bangalore,0,0,"Describes a target population; no research, data, or findings cited.",0,0,"No explicit assumptions, dependencies, or conditions for success named.",
The housing programme provides subsidised homes for urban poor. Land availability for low-income housing will not diminish. Municipal services will extend to ne,0,0,"Claims asserted without supporting data, research, or observations.",1,1,Explicitly states two conditions: land availability and municipal service extension.,
"Longitudinal study tracking 2,000 scholarship recipients over 5 years demonstrated 92% degree completion rate versus 67% national average for similar demographi",1,1,"Cites longitudinal study with specific data: 2,000 recipients, 92% completion rate, verified through registrar records.",0,0,No explicit assumptions named; no stated dependencies or conditions for success acknowledged.,
User testing will validate our assumptions about gig worker scheduling needs,1,0,"Prospective evidence. Testing is planned, not completed; no findings reported.",0,0,No explicit assumption named. Only mentions future validation; dependencies unstated.,YES
Small tea growers receive low prices due to quality inconsistency. Our leaf collection centres provide immediate grading and fair pricing. Processing within 4 h,0,0,Claims about grower prices and quality issues stated without data or research support.,0,0,No explicit assumptions named; dependencies like supply chain reliability remain unstated.,
"Our adolescent health programme educates 5,000 girls annually about reproductive health. Knowledge improvements are tracked through pre-post assessments. Behavi",1,1,Pre-post assessments track knowledge improvements; outcome data reported.,0,1,Explicitly states behavioural and health outcomes NOT systematically monitored; acknowledged limitation.,YES
Children with speech delays at anganwadi centres in Karnataka need early identification to access intervention before school entry when delay recognition during,1,1,"Cites screening programme outcomes: 71% referral increase, 14-month earlier intervention.",1,1,Explicitly states two assumptions: access to interventions; early identification benefits outweigh labelling harms.,
